inscricao,contribuinte,end,categoria,lat_gMaps,lng_gMaps,bairro_gMaps,bairro_name,bairro_GID
80318-9,INSTITUTO JOSEFINO,R PDE ANCHIETA 438  MONTE CASTELO FORTALEZA - CE CEP:60325505,Católica Apostólica Romana,-37.237.181,-385.511.985,Jacarecanga,Monte Castelo,25
284905-4,INSTITUTO JOSEFINO,R CEL GUILHERME ALENCAR 121  MESSEJANA FORTALEZA - CE CEP:60840340,Católica Apostólica Romana,-38.313.506,-38.491.664,Messejana,Messejana,65
271492-2,INSTITUTO JOSEFINO,AV FRE CIRILO 2915  PARQUE IRACEMA FORTALEZA - CE CEP:60840285,Católica Apostólica Romana,-38.102.233,-385.000.618,Parque Iracema,Parque Iracema,66
17818-7,INSTITUTO JOSEFINO,R  J DA PENHA 46  CENTRO FORTALEZA - CE CEP:60110120,Católica Apostólica Romana,-37.314.244,-385.186.989,Centro,Centro,10
54253-9,INSTITUTO MARIA IMACULADA,AV SEN VIRGILIO TAVORA 1751  ALDEOTA FORTALEZA - CE CEP:60170079,Católica Apostólica Romana,-37.417.166,-384.944.761,Dionísio Torres,Aldeota,2
54249-0,INSTITUTO MARIA IMACULADA,AV PDE ANTONIO TOMAS 2035  ALDEOTA FORTALEZA - CE CEP:60140155,Católica Apostólica Romana,-37.416.714,-384.941.934,Cocó,Aldeota,2
79469-4,IRMANDADE BENEF DA SANTA CASA DA MISERICORDIA DE FORTALEZA,R BAR DO RIO BRANCO 20  CENTRO FORTALEZA - CE CEP:60025060,Católica Apostólica Romana,-37.224.303,-38.527.605,Centro,Centro,10
67821-0,IRMANDADE BENEF DA SANTA CASA DA MISERICORDIA DE FORTALEZA,R  TERESA CRISTINA 37  CENTRO FORTALEZA - CE CEP:60015140,Católica Apostólica Romana,-37.209.899,-385.348.193,Centro,Centro,10
228569-0,IRMANDADE BENEF DA SANTA CASA DA MISERICORDIA DE FORTALEZA,AV  JOAO PESSOA 6600  PARANGABA FORTALEZA - CE CEP:60721340,Católica Apostólica Romana,-3.767.857.899.999.990,-385.608.386,Parangaba,Parangaba,105
353125-2,JORGE LUIZ ALBUQUERQUE ARRUDA,R  IV (CIDADE OESTE)   L033 Q004 QUINTINO CUNHA FORTALEZA - CE CEP:60351580,Sem Definição,-3.726.094,-38.602.103,Quintino Cunha,Quintino Cunha,48
260889-8,JOSE ITALO RODRIGUES SANTIAGO,R  ATAULFO ALVES 326 LOTE 09_Q-_25_JD_DAS_OLIVEIRAS JARDIM DAS OLIVEIRAS FORTALEZA - CE CEP:60821460,Sem Definição,-37.842.679,-384.973.109,Jardim Das Oliveiras,Jardim das Oliveiras,62
426179-8,LAR DA CRIANCA DOMINGOS SAVIO,R  HELVECIO MONTE 165  VILA UNIÃO FORTALEZA - CE CEP:60420040,Católica Apostólica Romana,-3.768.439,-38.530.926,Vila União,Vila União,109
74511-1,LAYLLA PRISCILLA MOREIRA DE LIMA,R  PEDRO PEREIRA 581  CENTRO FORTALEZA - CE CEP:60035000,Católica Apostólica Romana,-37.291.337,-385.305.568,Centro,Centro,10
313697-3,LECTORIUM ROSICRUCIANUM,R  VICENTE LOPES 195  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60813803,Outras religiosidades,-37.849.465,-384.943.854,Cidade dos Funcionários,Engenheiro Luciano Cavalcante,58
336495-0,LECTORIUM ROSICRUCIANUN,R  DOS MAIAS (ENGENHEIRO LUCIANO CAVALCANTE) 750  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60813805,Outras religiosidades,-37.858.399,-384.936.559,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
450468-2,LECTORIUM ROSICRUCIANUN,R  DOS MAIAS (ENGENHEIRO LUCIANO CAVALCANTE) 90  ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60813805,Outras religiosidades,-37.847.645,-384.935.951,Luciano Cavalcante,Engenheiro Luciano Cavalcante,58
666568-3,LECTORIUM ROSICRUCIANUN,R  CLEITON HELAIDE PIMENTA   TERRENO INTERNO VAZIO ENGENHEIRO LUCIANO CAVALCANTE FORTALEZA - CE CEP:60821410,Outras religiosidades,-3.784.073,-384.951.827,Luciano Cavalcante,Jardim das Oliveiras,62
51425-0,LEGIAO DE NOSSA SENHORA RAINHA DOS CORACOES,R COS TRISTAO 645  JOSÉ BONIFÁCIO FORTALEZA - CE CEP:60050101,Católica Apostólica Romana,-37.399.242,-385.268.746,Centro,José Bonifácio,23
15493-8,LEGIAO ESPIRITA FEMININA,R MAJ LAURINDO 115  BENFICA FORTALEZA - CE CEP:60020070,Espírita,-3.747.457.199.999.990,-385.394.632,Benfica,Benfica,7
42817-5,MARIA ERINEIDE FERNANDES,R SEN CATUNDA 100  BENFICA FORTALEZA - CE CEP:60015320,Sem Definição,-3.739.883.899.999.990,-385.361.741,Benfica,Benfica,7
602639-7,MINISTERIO CANAA DA ASSEMBLEIA DE DEUS NO BRASIL,AV DR SILAS MUNGUBA   PASSARÉ FORTALEZA - CE CEP:60743762,Evangélicas,-3.801.607.499.999.990,-385.297.827,Passaré,Passaré,88
529388-0,MINISTERIO CANAA DA ASSEMBLEIA DE DEUS NO BRASIL,R  SHIRLEY GIRAO 650  PASSARÉ FORTALEZA - CE CEP:60744325,Evangélicas,-38.022.192,-385.333.899,Passaré,Passaré,88
301401-0,MINISTERIO CANAA DA ASSEMBLEIA DE DEUS NO BRASIL,AV FRE CIRILO 4546  MESSEJANA FORTALEZA - CE CEP:60840285,Evangélicas,-38.234.031,-384.947.817,Messejana,Messejana,65
602636-2,MINISTERIO CANAA DA ASSEMBLEIA DE DEUS NO BRASIL,AV DR SILAS MUNGUBA 5454  PASSARÉ FORTALEZA - CE CEP:60743762,Evangélicas,-38.023.571,-3.853.047.770.000.000,Passaré,Passaré,88
538064-2,MINISTERIO CANAA DA ASSEMBLEIA DE DEUS NO BRASIL,R  102 DO LOTEAMENTO CONJUNTO TUPAN MIRIM 271  PARQUE DOIS IRMÃOS FORTALEZA - CE CEP:60744400,Evangélicas,-3.800.507,-38.544.685,Parque Dois Irmãos,Parque Dois Irmãos,84
212965-5,MINISTERIO CANAA DA ASSEMBLEIA DE DEUS NO BRASIL,R  EDSON MARTINS 1264  BOM JARDIM FORTALEZA - CE CEP:60543456,Evangélicas,-37.891.554,-386.029.309,Bom Jardim,Bom Jardim,72
8616-9,MINISTERIO GUERREIROS DE ORACAO,R  FRANCISCA CLOTILDE 435  RODOLFO TEÓFILO FORTALEZA - CE CEP:60431075,Evangélicas,-37.421.151,-385.521.215,Rodolfo Teófilo,Rodolfo Teófilo,34
683669-0,MINISTERIO GUERREIROS DE ORACAO,R FRE MARCELINO 1000  RODOLFO TEÓFILO FORTALEZA - CE CEP:60431006,Evangélicas,-37.424.028,-385.517.728,Rodolfo Teófilo,Rodolfo Teófilo,34
52788-2,MISSAO BATISTA CONSERVADORA DO BRASIL,R PRO FRANCISCO GONCALVES 225  DIONÍSIO TORRES FORTALEZA - CE CEP:60135430,Evangélicas,-37.476.047,-384.983.169,Dionísio Torres,Dionísio Torres,14
557435-8,MISSIONARIAS DE SANTA TEREZINHA,R  ODORICO MORAIS 906  CARLITO PAMPLONA FORTALEZA - CE CEP:60310350,Sem Definição,-37.152.539,-385.533.112,Jacarecanga,Carlito Pamplona,9
84994-4,MISSIONARIAS DE SANTA TEREZINHA,R STA ROSA 579  CARLITO PAMPLONA FORTALEZA - CE CEP:60311420,Sem Definição,-37.152.285,-385.534.958,Carlito Pamplona,Carlito Pamplona,9
167179-0,MITRA ARQUID.DE FORTALEZA DE VL.BETANIA,R  THOMAS EDISON 849  PARANGABA FORTALEZA - CE CEP:60740745,Católica Apostólica Romana,-37.812.689,-385.551.367,Parangaba,Parangaba,105
29876-0,MITRA ARQUIDIOCESANA DE FORT. PAQ. NOSSA SENHORA DE FATIMA,EST  FERRO MUCURIPE   SN SÃO JOÃO DO TAUAPE FORTALEZA - CE CEP:60130550,Católica Apostólica Romana,-37.609.568,-385.117.843,São João do Tauape,Tauape,35
281760-8,MITRA ARQUIDIOCESANA DE FORTALEZA,AV  JUSCELINO KUBITSCHEK 3635  PASSARÉ FORTALEZA - CE CEP:60861635,Católica Apostólica Romana,-38.140.475,-385.296.362,São Bento,Passaré,88
170054-5,MITRA ARQUIDIOCESANA DE FORTALEZA,R  MANUEL JESUINO 225 LETRA A MUCURIPE FORTALEZA - CE CEP:60175270,Católica Apostólica Romana,-3.727.649.999.999.990,-3.848.491,Mucuripe,Mucuripe,26
118655-8,MITRA ARQUIDIOCESANA DE FORTALEZA,AV DOM ALUISIO LORSCHEIDER 960  VILA VELHA FORTALEZA - CE CEP:60347780,Católica Apostólica Romana,-3.713.583,-385.967.817,Vila Velha,Vila Velha,39
90142-3,MITRA ARQUIDIOCESANA DE FORTALEZA,R CNS GOUVEIA 43  ÁLVARO WEYNE FORTALEZA - CE CEP:60335390,Católica Apostólica Romana,-37.165.163,-385.613.822,Álvaro Weyne,Álvaro Weyne,3
182606-9,MITRA ARQUIDIOCESANA DE FORTALEZA,R ASP MENDES 540  ALTO DA BALANÇA FORTALEZA - CE CEP:60130820,Católica Apostólica Romana,-37.611.374,-3.851.557.210.000.000,São João do Tauape,Tauape,35
75391-2,MITRA ARQUIDIOCESANA DE FORTALEZA,R  GUILHERME ROCHA 536  CENTRO FORTALEZA - CE CEP:60030140,Católica Apostólica Romana,-37.256.486,-385.310.112,Centro,Centro,10
635391-6,MITRA ARQUIDIOCESANA DE FORTALEZA,R DR MIGUEL COUTO 329  PAUPINA FORTALEZA - CE CEP:60872665,Católica Apostólica Romana,-38.388.375,-384.904.744,Paupina,Paupina,68
166212-0,MITRA ARQUIDIOCESANA DE FORTALEZA,R  INGLATERRA 222  ITAPERI FORTALEZA - CE CEP:60714150,Católica Apostólica Romana,-37.823.156,-385.615.154,Itaperi,Itaperi,100
90593-3,MITRA ARQUIDIOCESANA DE FORTALEZA,R CNS GOUVEIA 44  ÁLVARO WEYNE FORTALEZA - CE CEP:60335390,Católica Apostólica Romana,-37.163.781,-385.616.385,Álvaro Weyne,Álvaro Weyne,3
282864-2,MITRA ARQUIDIOCESANA DE FORTALEZA,R  ALENCAR OLIVEIRA 54  PASSARÉ FORTALEZA - CE CEP:60861820,Católica Apostólica Romana,-38.110.093,-385.189.828,Passaré,Passaré,88
231896-2,MITRA ARQUIDIOCESANA DE FORTALEZA,AV PRO GOMES DE MATOS 1921  MONTESE FORTALEZA - CE CEP:60420431,Católica Apostólica Romana,-37.682.156,-385.510.348,Jardim América,Montese,103
28377-0,MITRA ARQUIDIOCESANA DE FORTALEZA,AV  LUCIANO CARNEIRO   V VILA UNIÃO FORTALEZA - CE CEP:60410691,Católica Apostólica Romana,-37.648.742,-385.366.891,Vila União,Vila União,109
170892-9,MITRA ARQUIDIOCESANA DE FORTALEZA,AV  DA ABOLICAO  OUTRO IGREJA_-_SN MUCURIPE FORTALEZA - CE CEP:60165082,Católica Apostólica Romana,-37.251.439,-384.840.361,Mucuripe,Mucuripe,26
90143-1,MITRA ARQUIDIOCESANA DE FORTALEZA,R CNS GOUVEIA   SN ÁLVARO WEYNE FORTALEZA - CE CEP:60335390,Católica Apostólica Romana,-3.716.800.299.999.990,-385.631.473,Álvaro Weyne,Álvaro Weyne,3
733168-1,MITRA ARQUIDIOCESANA DE FORTALEZA,R  ANDRE CHAVES 161  PARREÃO FORTALEZA - CE CEP:60410341,Católica Apostólica Romana,-37.569.735,-385.403.818,Jardim América,Parreão,30
118654-0,MITRA ARQUIDIOCESANA DE FORTALEZA,AV DOM ALUISIO LORSCHEIDER 960  A VILA VELHA FORTALEZA - CE CEP:60347780,Católica Apostólica Romana,-3.713.583,-385.967.817,Vila Velha,Vila Velha,39
90144-0,MITRA ARQUIDIOCESANA DE FORTALEZA,R  ASSIS BEZERRA 30  ÁLVARO WEYNE FORTALEZA - CE CEP:60335360,Católica Apostólica Romana,-37.168.198,-385.613.378,Álvaro Weyne,Álvaro Weyne,3
361005-5,MITRA ARQUIDIOCESANA DE FORTALEZA,R DES UBIRAJARA CARNEIRO   SN DE LOURDES FORTALEZA - CE CEP:60177080,Católica Apostólica Romana,-37.415.039,-384.650.888,De Lourdes,De Lourdes,116
277980-3,MITRA ARQUIDIOCESANA DE FORTALEZA,AV  OLIVEIRA PAIVA 905  CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60822131,Católica Apostólica Romana,-37.964.374,-384.998.154,Cidade dos Funcionários,Cidade dos Funcionários,54
130881-5,MITRA ARQUIDIOCESANA DE FORTALEZA,R  TULIPA 683  JARDIM IRACEMA FORTALEZA - CE CEP:60330520,Católica Apostólica Romana,-37.163.308,-3.858.009.819.999.990,Barra do Ceará,Jardim Iracema,21
6414-9,MITRA ARQUIDIOCESANA DE FORTALEZA,R  PAPI JUNIOR 1717  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430235,Católica Apostólica Romana,-3.750.992,-38.556.315,Rodolfo Teófilo,Rodolfo Teófilo,34
8606-1,MITRA ARQUIDIOCESANA DE FORTALEZA,R  FRANCISCA CLOTILDE   S/N RODOLFO TEÓFILO FORTALEZA - CE CEP:60431075,Católica Apostólica Romana,-37.447.642,-385.547.708,Rodolfo Teófilo,Amadeu Furtado,4
282663-1,MITRA ARQUIDIOCESANA DE FORTALEZA,AV  POMPILIO GOMES 300  Q028 PASSARÉ FORTALEZA - CE CEP:60861790,Católica Apostólica Romana,-38.131.724,-385.205.916,Passaré,Passaré,88
86909-0,MITRA ARQUIDIOCESANA DE FORTALEZA,R NSA DAS GRACAS 13  PIRAMBÚ FORTALEZA - CE CEP:60310770,Católica Apostólica Romana,-37.120.357,-385.488.054,Pirambu,Pirambu,31
48129-7,ORDEM DA IMAC C BENAVENT V MARIA,AV VIS DO RIO BRANCO 2590  FÁTIMA FORTALEZA - CE CEP:60055364,Católica Apostólica Romana,-37.434.974,-385.226.162,Fátima,Fátima,16
123893-0,PAROQUIA DE SAO PEDRO E SAO PAULO,R  PEDRO SAMPAIO (VILA VELHA) 996  JARDIM GUANABARA FORTALEZA - CE CEP:60345602,Católica Apostólica Romana,-37.231.045,-385.981.858,Vila Velha,Vila Velha,39
10562-7,PAROQUIA DE SAO VICENTE DE PAULO,R SAO CAETANO 83  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,Católica Apostólica Romana,-37.392.005,-385.453.112,Rodolfo Teófilo,Rodolfo Teófilo,34
10564-3,PAROQUIA DE SAO VICENTE DE PAULO,R SAO CAETANO 79  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,Católica Apostólica Romana,-3.739.318,-38.545.204,Rodolfo Teófilo,Rodolfo Teófilo,34
10563-5,PAROQUIA DE SAO VICENTE DE PAULO,R SAO CAETANO 81  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,Católica Apostólica Romana,-37.391.754,-385.452.939,Rodolfo Teófilo,Rodolfo Teófilo,34
10558-9,PAROQUIA DE SAO VICENTE DE PAULO,R  TEODORETO SOUTO 1160  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,Católica Apostólica Romana,-37.393.277,-38.545.334,Rodolfo Teófilo,Rodolfo Teófilo,34
10561-9,PAROQUIA DE SAO VICENTE DE PAULO,R SAO CAETANO 85  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,Católica Apostólica Romana,-37.391.738,-385.453.494,Rodolfo Teófilo,Rodolfo Teófilo,34
10556-2,PAROQUIA DE SAO VICENTE DE PAULO,R  TEODORETO SOUTO 1154  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,Católica Apostólica Romana,-3.739.377.299.999.990,-385.453.134,Rodolfo Teófilo,Rodolfo Teófilo,34
10565-1,PAROQUIA DE SAO VICENTE DE PAULO,R SAO CAETANO 77  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,Católica Apostólica Romana,-37.392.446,-385.452.041,Rodolfo Teófilo,Rodolfo Teófilo,34
10560-0,PAROQUIA DE SAO VICENTE DE PAULO,R SAO CAETANO 87  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430780,Católica Apostólica Romana,-37.392.558,-385.453.155,Rodolfo Teófilo,Rodolfo Teófilo,34
10557-0,PAROQUIA DE SAO VICENTE DE PAULO,R  TEODORETO SOUTO 1156  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,Católica Apostólica Romana,-37.393.898,-385.453.467,Rodolfo Teófilo,Rodolfo Teófilo,34
53616-4,PAROQUIA DE SAO VICENTE DE PAULO,AV DES MOREIRA 2121  ALDEOTA FORTALEZA - CE CEP:60170173,Católica Apostólica Romana,-37.440.438,-385.005.545,Aldeota,Aldeota,2
10555-4,PAROQUIA DE SAO VICENTE DE PAULO,R  TEODORETO SOUTO 1152  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430730,Católica Apostólica Romana,-37.393.599,-385.452.771,Rodolfo Teófilo,Rodolfo Teófilo,34
383189-2,PAROQUIA NOSSA SENHORA DA CONCEICAO,R  1163 (CONJ. CEARA I) 166  CONJUNTO CEARÁ I FORTALEZA - CE CEP:60533560,Católica Apostólica Romana,-37.638.123,-38.610.596,Conjunto Ceará I,Conjunto Ceará I,42
4811-9,PARÓQUIA SENHOR DO BONFIM,R  CONRADO CABRAL 648  MONTE CASTELO FORTALEZA - CE CEP:60325645,Católica Apostólica Romana,-37.305.138,-385.498.036,Monte Castelo,São Gerardo,1
366462-7,PIA SOCIEDADE FILHAS DE SAO PAULO,R MAJ FACUNDO 332  CENTRO FORTALEZA - CE CEP:60025100,Católica Apostólica Romana,-37.259.578,-385.274.819,Centro,Centro,10
32640-2,PRIMEIRA IGREJA BATISTA DE FORTALEZA,R  SILVA PAULET 1111  ALDEOTA FORTALEZA - CE CEP:60120021,Evangélicas,-37.349.725,-385.053.168,Meireles,Aldeota,2
32641-0,PRIMEIRA IGREJA BATISTA DE FORTALEZA,R  SILVA PAULET 1107  ALDEOTA FORTALEZA - CE CEP:60120021,Evangélicas,-3.734.901,-3.850.530.490.000.000,Meireles,Aldeota,2
345687-0,PRIMEIRA IGREJA BATISTA DE FORTALEZA,AV  F (CONJ. PREF. JOSE WALTER) 562  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750050,Evangélicas,-38.357.103,-385.577.469,Prefeito José Walter,Prefeito José Walter,89
335351-6,PRIMEIRA IGREJA BATISTA EM JANGURUSSU,R  K JOAO PAULO II 87  Q005 BARROSO FORTALEZA - CE CEP:60863500,Evangélicas,-38.273.598,-385.170.438,Barroso,Barroso,51
60762-2,PRIMEIRA IGREJA BATISTA EM JOSE WALTER,AV  I (CONJ. PREF. JOSE WALTER) 690  PREFEITO JOSÉ WALTER FORTALEZA - CE CEP:60750080,Evangélicas,-38.313.259,-385.526.916,Prefeito José Walter,Prefeito José Walter,89
139193-3,PRIMEIRA IGREJA BIBLICA INDEPENDENTE DE FORTALEZA,R  GOIS MONTEIRO 437  PADRE ANDRADE FORTALEZA - CE CEP:60356322,Evangélicas,-37.339.678,-385.789.459,Padre Andrade,Padre Andrade,47
282769-7,PROJETO MISSIONARIO,R  ITABORAI 267  PASSARÉ FORTALEZA - CE CEP:60861830,Sem Definição,-38.128.265,-385.183.007,Passaré,Passaré,88
246162-5,PROVINCIA CAMILIANA BRASILEIRA,R  MONTE REI (EDSON QUEIROZ) 300  EDSON QUEIROZ FORTALEZA - CE CEP:60836120,Católica Apostólica Romana,-3.795.752,-384.529.047,Sabiaguaba,Edson Queiroz,57
154693-7,PROVINCIA DE FORTALEZA DA CONGREGACAO DA MISSAO,R SAO VICENTE DE PAULA 300  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60352370,Católica Apostólica Romana,-37.386.183,-385.977.861,Antônio Bezerra,Antônio Bezerra,40
96268-6,PROVINCIA SAO FRANCISCO DAS CHAGAS CEARA E PIAUI,R NSA DAS GRACAS 526  PIRAMBÚ FORTALEZA - CE CEP:60310770,Católica Apostólica Romana,-3.710.071.499.999.990,-3.855.313.690.000.000,Pirambu,Pirambu,31
70872-0,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,AV DUQ DE CAXIAS 235  CENTRO FORTALEZA - CE CEP:60035111,Católica Apostólica Romana,-37.329.464,-385.266.805,Centro,Centro,10
301400-2,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,AV FRE CIRILO 4454  MESSEJANA FORTALEZA - CE CEP:60840285,Católica Apostólica Romana,-38.227.981,-384.956.275,Messejana,Messejana,65
487230-4,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,AV DUQ DE CAXIAS 235  LJ-18 CENTRO FORTALEZA - CE CEP:60035111,Católica Apostólica Romana,-37.329.464,-385.266.805,Centro,Centro,10
484566-8,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,AV DUQ DE CAXIAS 235  L-01A CENTRO FORTALEZA - CE CEP:60035111,Católica Apostólica Romana,-37.329.464,-385.266.805,Centro,Centro,10
795144-2,PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAUI,AV DUQ DE CAXIAS 235  A CENTRO FORTALEZA - CE CEP:60035111,Católica Apostólica Romana,-37.329.156,-3.852.679.759.999.990,Centro,Centro,10
166548-0,RAFAEL DIOGENES PINHEIRO,R CON DE CASTRO 62  PARANGABA FORTALEZA - CE CEP:60720096,Sem Definição,-37.751.134,-385.644.911,Vila Peri,Parangaba,105
137284-0,REDE DE EDUCACAO SMIC,AV  BEZERRA DE MENEZES 2840  PRESIDENTE KENNEDY FORTALEZA - CE CEP:60325002,Católica Apostólica Romana,-37.354.991,-385.692.879,São Gerardo,Presidente Kennedy,33
83774-1,SEGUNDA IGREJA PREBISTERIANA DE FORTALEZA,AV  FRANCISCO SA 2828  CARLITO PAMPLONA FORTALEZA - CE CEP:60310052,Evangélicas,-37.193.399,-385.509.318,Barra do Ceará,Carlito Pamplona,9
16367-8,SEICHO NO IE DO BRASIL,R  WALDERY UCHOA 72  BENFICA FORTALEZA - CE CEP:60020110,Outras religiosidades,-37.427.797,-385.380.898,Benfica,Benfica,7
228443-0,SEMINARIO E INSTITUTO BIBLICO MARANATA,R  DO GIRO 30  ANTIGA PRACA CEL ALBANO PARANGABA FORTALEZA - CE CEP:60720020,Evangélicas,-3.773.636.499.999.990,-385.623.358,Parangaba,Parangaba,105
33445-6,SEMINARIO TEOLOGICO BATISTA DO CEARA,R PRO CARVALHO 3071  JOAQUIM TÁVORA FORTALEZA - CE CEP:60120205,Evangélicas,-37.515.485,-385.150.047,Joaquim Távora (Fortaleza),Joaquim Távora,22
244315-5,SERVICO SOCIAL DO COMERCIO - SESC - AR.CE.,R  JOSE BASTOS 5217  COUTO FERNANDES FORTALEZA - CE CEP:60442108,Sem Definição,-37.602.163,-385.601.865,Demócrito Rocha,Couto Fernandes,96
215332-7,SOCIEDADE EDUCACAO E CARIDADE,R  NEREIDE 300  GRANJA PORTUGAL FORTALEZA - CE CEP:60540685,Sem Definição,-37.894.414,-385.921.526,Granja Portugal,Granja Portugal,79
98725-5,SOCIEDADE ESPIRITA CARIDADE E ESPERANCA,AL  DAS ROSAS 405  CIDADE 2000 FORTALEZA - CE CEP:60190370,Espírita,-37.527.739,-384.686.748,Cidade 2000,Cidade 2000,111
584099-6,SOCIEDADE ESPIRITA IRMAO GERARDO - S.E.I.G,R  IRINEU DE SOUSA 500  CRISTO REDENTOR FORTALEZA - CE CEP:60337180,Espírita,-3.709.846,-385.706.161,Álvaro Weyne,Cristo Redentor,12
331086-8,SOCIEDADE MAE E RAINHA,R  JOSE ALVES CAVALCANTE 1130  CIDADE DOS FUNCIONÁRIOS FORTALEZA - CE CEP:60822570,Católica Apostólica Romana,-37.900.818,-384.970.451,Cidade dos Funcionários,Cidade dos Funcionários,54
43075-7,UNIAO ESPIRITA CEARENSE,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,Espírita,-37.365.526,-385.364.074,Benfica,Benfica,7
43076-5,UNIAO ESPIRITA CEARENSE,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,Espírita,-37.365.526,-385.364.074,Benfica,Benfica,7
43078-1,UNIAO ESPIRITA CEARENSE,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,Espírita,-37.365.526,-385.364.074,Benfica,Benfica,7
43077-3,UNIAO ESPIRITA CEARENSE,R  CARAPINIMA 1695  BENFICA FORTALEZA - CE CEP:60015290,Espírita,-37.365.526,-385.364.074,Benfica,Benfica,7
144772-6,UNIAO MISS DOS ADV DO SET DIA M R NO BR,R  ERICO MOTA 1275  AMADEU FURTADO FORTALEZA - CE CEP:60455495,Evangélicas,-37.488.641,-385.601.598,Amadeu Furtado,Amadeu Furtado,4
144771-8,UNIAO MISS DOS ADV DO SET DIA M R NO BR,R  ERICO MOTA 1275  A AMADEU FURTADO FORTALEZA - CE CEP:60455495,Evangélicas,-37.488.641,-385.601.598,Amadeu Furtado,Amadeu Furtado,4
237371-8,UNIAO NE BRASILEIRA DA IGREJA ADVENTISTA DOS DIA,R TEN QUEIROS 610  ANTÔNIO BEZERRA FORTALEZA - CE CEP:60360170,Evangélicas,-3.745.015.499.999.990,-38.591.534,Antônio Bezerra,Antônio Bezerra,40
593867-8,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,R TIP SALES 252  AMADEU FURTADO FORTALEZA - CE CEP:60450125,Evangélicas,-37.382.069,-385.647.763,Parquelândia,Parquelândia,29
159070-7,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,R CEL ALEXANDRINO 869  MONTESE FORTALEZA - CE CEP:60420700,Evangélicas,-3.766.197,-385.507.062,Montese,Montese,103
10253-9,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,R PRO JOAO BOSCO 370  RODOLFO TEÓFILO FORTALEZA - CE CEP:60430690,Evangélicas,-3.741.443.499.999.990,-385.440.232,Parque Araxá,Rodolfo Teófilo,34
245820-9,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,R  MARCELINO DE MELO   VAZIO SAPIRANGA-COITÉ FORTALEZA - CE CEP:60833622,Evangélicas,-38.054.834,-384.620.059,Lagoa Sapiranga (Coité),Sapiranga/Coité,64
645962-5,UNIAO NORDESTE BRASILEIRA DA IGREJA ADVENTISTA DO S DIA,R PDE ANCHIETA 1111  CASA 01 SÃO GERARDO FORTALEZA - CE CEP:60325582,Evangélicas,-37.299.087,-385.516.908,Jacarecanga,São Gerardo,1
330192-3,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  ANTONIO MONTEIRO 789  PARQUE SANTA ROSA FORTALEZA - CE CEP:60762742,Evangélicas,-381.925,-38.596.476,Parque Santa Rosa (Apolo XI),Parque Santa Rosa,87
613728-8,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PRO VICENTE SILVEIRA 661  VILA UNIÃO FORTALEZA - CE CEP:60410672,Evangélicas,-3.767.169.999.999.990,-385.387.285,Vila União,Vila União,109
307048-4,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R  NUNES VALENTE 3050  DIONÍSIO TORRES FORTALEZA - CE CEP:60125071,Evangélicas,-37.509.879,-385.086.831,Dionísio Torres,Dionísio Torres,14
4321-4,UNIAO NORTE BRASILEIRA DA IGREJA ADVENTISTA DO 7 DIA,R PDE ANCHIETA 1111  SÃO GERARDO FORTALEZA - CE CEP:60325582,Evangélicas,-37.299.087,-385.516.908,Jacarecanga,São Gerardo,1
